matchId,passEventId,passTeamId,passPlayerId,passTimeSeconds,startX,startY,endX,endY,becameShot,shotId_1,shotX_1,shotY_1,shotIsGoal_1,shotXG_1,shotId_2,shotX_2,shotY_2,shotIsGoal_2,shotXG_2,shotId_3,shotX_3,shotY_3,shotIsGoal_3,shotXG_3,shotId_4,shotX_4,shotY_4,shotIsGoal_4,shotXG_4
5588457,2556227193,1619,658308,3344,100,0,95,53,TRUE,2556227200,96,49,TRUE,0.273,,,,,,,,,,,,,,,
5588457,2556227395,1609,745929,3525,100,100,79,55,TRUE,2556227397,79,55,FALSE,0.02868,2556227403,78,61,FALSE,0.03636,,,,,,,,,,
5588457,2556227400,1609,379209,3533,70,33,79,66,TRUE,2556227403,78,61,FALSE,0.03636,,,,,,,,,,,,,,,
5588457,2556227522,1609,241564,3994,43,62,47,52,TRUE,2556227538,87,50,FALSE,0.2291,,,,,,,,,,,,,,,
5588457,2556227526,1609,339789,3998,55,45,80,26,TRUE,2556227538,87,50,FALSE,0.2291,,,,,,,,,,,,,,,
5588457,2556227535,1609,555939,4003,94,28,96,70,TRUE,2556227538,87,50,FALSE,0.2291,,,,,,,,,,,,,,,
5588457,2556227537,1609,520291,4005,96,70,87,50,TRUE,2556227538,87,50,FALSE,0.2291,,,,,,,,,,,,,,,
5588457,2556227552,1609,241564,4039,63,48,66,60,TRUE,2556227560,96,66,FALSE,0.1061,,,,,,,,,,,,,,,
5588457,2556227555,1609,379209,4041,66,60,83,89,TRUE,2556227560,96,66,FALSE,0.1061,,,,,,,,,,,,,,,
5588457,2556227582,1609,379209,4112,56,71,75,66,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
5588457,2556227586,1609,446423,4117,69,80,85,89,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
5588457,2556227587,1609,520291,4118,85,89,81,84,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
5588457,2556227591,1609,520291,4122,86,81,86,64,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
5588457,2556227595,1609,134717,4123,86,64,80,67,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
5588457,2556227594,1609,745929,4125,79,59,78,34,TRUE,2556227596,78,34,FALSE,0.01323,,,,,,,,,,,,,,,
