matchId,passEventId,passTeamId,passPlayerId,startX,startY,shotX,shotY,shotIsGoal,shot_probability,model_xG,pass_goal_probability
5588080,2263270244,1616,383569,42,10,89.0,74.0,False,0.07318416618489558,0.01286,0.08510301780775775
5588080,2263270249,1616,488326,75,47,89.0,74.0,False,0.21718401618781522,0.01286,0.22725102973963995
5588080,2263270344,1616,225947,32,96,74.0,54.0,False,0.020486544338639775,0.05351,0.07290030935107905
5588080,2263270347,1616,240445,28,71,74.0,54.0,False,0.028829927279205234,0.05351,0.08079723787049486
5588080,2263270442,1611,8653,59,71,97.0,32.0,False,0.06161440555118884,0.07688,0.13375749005241344
5588080,2263270443,1611,349142,60,82,97.0,32.0,False,0.06228325086553567,0.07688,0.1343749145389933
5588080,2263270444,1611,8653,53,70,97.0,32.0,False,0.06169210211446263,0.07688,0.13382921330390285
5588080,2263270446,1611,488453,46,47,97.0,32.0,False,0.23594700653417006,0.07688,0.2946874006718231
5588080,2263270539,1611,243588,69,82,86.0,60.0,False,0.19506395176624639,0.06188,0.24487339443095102
5588080,2263270591,1611,243588,91,10,75.0,51.0,False,0.09012144570938044,0.002896,0.09275645400260601
5588080,2263270592,1611,369589,80,6,75.0,51.0,False,0.12725794926891312,0.002896,0.1297854102478303
5588080,2263270593,1611,692544,88,18,75.0,51.0,False,0.1747110753685323,0.002896,0.17710111209426516
5588080,2263270594,1611,346139,80,28,75.0,51.0,False,0.22278456420057247,0.002896,0.22503538010264756
5588080,2263270618,1611,40756,76,62,87.0,66.0,False,0.26170630529468003,0.1331,0.35997319605995803
5588080,2263270752,1611,583656,65,100,89.0,51.0,False,0.053336175704525826,0.213,0.2549755702794618
5588080,2263270755,1611,349142,65,86,89.0,51.0,False,0.07030753150916079,0.213,0.26833202729770955
5588080,2263270758,1611,488453,56,69,89.0,51.0,False,0.10390190531415228,0.213,0.29477079948223783
5588080,2263270759,1611,692544,65,56,89.0,51.0,False,0.1402413063267552,0.213,0.3233699080791562
5588080,2263270760,1611,346139,75,56,89.0,51.0,False,0.20166543693113564,0.213,0.3717106988648038
5588080,2263270761,1611,40756,77,66,89.0,51.0,False,0.338413753949486,0.213,0.4793316243582455
5588080,2263270790,1611,583656,100,100,95.0,40.0,False,0.20473230244676305,0.1062,0.2891897319269169
5588080,2263270868,1611,488453,36,16,80.0,54.0,False,0.023645365119314768,0.061,0.08320299784703655
5588080,2263270869,1611,369589,42,5,80.0,54.0,False,0.029771860420246137,0.061,0.0889557769346111
5588080,2263270873,1611,243588,70,10,80.0,54.0,False,0.1456786252829032,0.061,0.1977922291406461
5588080,2263271071,1616,240445,100,0,91.0,40.0,False,0.20840194988427943,0.1243,0.3067975875136635
5588080,2263271085,1616,240445,100,0,97.0,42.0,False,0.1829095241231072,0.2445,0.3826881454750075
5588080,2263271095,1611,344038,15,59,93.0,42.0,False,0.019262699412863356,0.3499,0.36242268088830254
5588080,2263271099,1611,243588,37,22,93.0,42.0,False,0.06712826225705988,0.3499,0.3935400832933147
5588080,2263271131,1611,243588,54,71,78.0,43.0,False,0.10657719531993351,0.02599,0.12979725401356834
5588080,2263271132,1611,397178,95,12,78.0,43.0,False,0.13244854975477605,0.02599,0.15499621194664936
5588080,2263271134,1611,40756,86,14,78.0,43.0,False,0.16021530829939937,0.02599,0.18204131243669797
5588080,2263271135,1611,369589,87,20,78.0,43.0,False,0.1934982930965628,0.02599,0.214459272458983
