player_id,minutes_played,position_provider,position,jersey_number,team_id,match_id,yellow_card,bookings,red_card,goals,assists,sub_in,sub_out,minutes,own_goals,starting,competition,season
293687,76,SS,Striker,9,1623,5588083,False,0,False,0,0,0,76,76,0,True,364,2024
420090,85,RW,Winger,11,1623,5588083,False,0,False,0,0,0,85,85,0,True,364,2024
532949,90,LW,Winger,7,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
25706,90,LCMF,Midfielder,27,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
10131,90,GK,Goalkeeper,1,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
9433,90,RCB,Central Defender,6,1623,5588083,True,1,False,0,0,0,0,90,0,True,364,2024
7919,90,LCB,Central Defender,5,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
623374,90,RCMF,Midfielder,42,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
406073,90,LB,Full Back,19,1623,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
586894,38,LW,Winger,10,1623,5588083,False,0,False,0,0,62,0,28,0,False,364,2024
580990,24,CF,Striker,14,1623,5588083,False,0,False,0,0,76,0,14,0,False,364,2024
355937,15,RB,Full Back,4,1623,5588083,False,0,False,0,0,85,0,5,0,False,364,2024
856213,47,RAMF,Winger,17,1651,5588083,False,0,False,0,1,0,47,47,0,True,364,2024
9097,76,LCB,Central Defender,5,1651,5588083,False,0,False,0,0,0,76,76,0,True,364,2024
8319,82,RDMF,Midfielder,6,1651,5588083,True,1,False,0,0,0,82,82,0,True,364,2024
599817,82,AMF,Midfielder,9,1651,5588083,False,0,False,0,0,0,82,82,0,True,364,2024
534324,89,LAMF,Winger,22,1651,5588083,False,0,False,1,0,0,89,89,0,True,364,2024
7945,90,CF,Striker,18,1651,5588083,False,0,False,1,1,0,0,90,0,True,364,2024
732998,90,LB,Full Back,41,1651,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
8156,90,GK,Goalkeeper,23,1651,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
590781,90,RCB,Central Defender,29,1651,5588083,False,0,False,0,0,0,0,90,0,True,364,2024
